name,price,facilities,tipe
Kost Dian House Syariah Tipe Deluxe Genteng Surabaya Kecamatan Genteng,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Ibu Anna Dharmahusada Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Keluarga Mulyorejo Surabaya Kecamatan Mulyorejo,Rp1.300.000 /bulan,"AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Green House 48 Gubeng Surabaya Kecamatan Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Bintang Tipe Vvip Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Zahra 2 Gubeng Surabaya Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Cakmas Standart Mulyorejo Surabaya Kecamatan Mulyorejo,Rp700.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Oi Dinoyo Tipe A Tegalsari Surabaya Tegalsari,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur, 4.4","Putra
Sisa 3 kamar"
Kost Bu Sabar Gubeng Surabaya Kecamatan Gubeng,Rp1.500.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Campur
Sisa 2 kamar"
Kost Mentari Tegalsari Surabaya Tegalsari,Rp1.200.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 3 kamar"
Kost Putri Murah Tipe A Tegalsari Surabaya Tegalsari,Rp525.000 /bulan,"Kasur, Kasur, 5.0",Putri
Kost Namira Tipe A Tambaksari Surabaya Tambaksari,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost 7B Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putri
Sisa 2 kamar"
Kost Jojoran 1 Tipe B Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putra
Sisa 1 kamar"
Kost Bu Ofa Tipe C Tambaksari Surabaya Tambaksari,Rp400.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 1.3","Putri
Sisa 2 kamar"
Kost Zanitha Executive Gubeng Surabaya Kecamatan Gubeng,Rp1.850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Kint 08 Tipe A Gubeng Surabaya Gubeng,Rp735.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Putra
Sisa 2 kamar"
Kost DV Tipe B Genteng Surabaya Kecamatan Genteng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 3 kamar"
Kost Nia Biliton 8 Tipe C Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Airlangga 2 Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Putri
Kost Erwin Sidharta Tambaksari Surabaya Tambaksari,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Vip Pot Art Gubeng Surabaya Gubeng,Rp3.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Milenial Armiani 1 Tambaksari Surabaya Tambaksari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Surijah Tipe A Genteng Surabaya Genteng,Rp600.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Guest House Amanah Syari Gubeng Surabaya Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.8",Campur
Kost Mama Juan Tipe AC Tegalsari Surabaya Tegalsari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putri
Sisa 1 kamar"
Kost Adreena Tipe Executive Gubeng Surabaya Gubeng,Rp1.355.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Airlangga 41 Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Bu Ida Kertajaya Tipe A Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Bu Ida Kertajaya Tipe B Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost MBC Guesthouse VVIP Tambaksari Surabaya Tambaksari,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Pak Qadir 2 Tipe B Gubeng Surabaya Gubeng,Rp1.050.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Dian House Syariah Tipe Deluxe Genteng Surabaya Kecamatan Genteng,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Singgahsini Kertajaya Utimami Tipe C Gubeng Surabaya Gubeng,Rp1.609.000 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Singgahsini Kertajaya Utimami Tipe B Gubeng Surabaya Gubeng,Rp1.564.000 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Singgahsini Habibie Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp1.550.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8","Campur
Sisa 3 kamar"
Kost Singgahsini Gubeng Kertajaya 21 Tipe B Surabaya Kecamatan Gubeng,Rp918.400 (Bulan pertama),"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8",Putri
Kost Singgahsini Gubeng Kertajaya 21 Tipe A Surabaya Kecamatan Gubeng,Rp1.439.200 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9",Putri
Kost Jojoran Tipe Ac Gubeng Surabaya Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Novan 43 Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya 58 Tipe A Gubeng Surabaya Gubeng,Rp1.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Dhu Nyaman Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Tepi Jais AC Genteng Surabaya Genteng,Rp1.350.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Nias 20 Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Kos Andalan
Campur"
Kost Nias Gubeng Surabaya Kecamatan Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Faziraa Tipe D Genteng Surabaya Genteng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Prima Sari Genteng Surabaya Genteng,Rp775.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Vivi 1 Gubeng Surabaya Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putra
Sisa 1 kamar"
Kost Asri Tipe AC Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost 125 Tipe B Tambaksari Surabaya Kecamatan Tambaksari,Rp1.700.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Minarti I Gubeng Surabaya Gubeng,Rp950.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Diniyo Tipe A Tegalsari Surabaya Kecamatan Tegalsari,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Campur
Sisa 2 kamar"
Kost Residence Lantai 1 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Campur"
Kost Karmen 43 Tipe C Gubeng Surabaya Kecamatan Gubeng,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Rumah Asri Tipe B Gubeng Surabaya Gubeng,Rp760.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putra"
Kost Belimbing 38 Tipe A Genteng Surabaya Kecamatan Genteng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putri"
Kost Al Makmur Tipe A Gubeng Surabaya Gubeng,Rp1.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur, 4.1","Kos Andalan
Campur"
Kost Harijanto Tipe Reguler Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Dian House Syariah Tipe Single Genteng Surabaya Kecamatan Genteng,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pintu Merah Tipe B Gubeng Surabaya Gubeng,Rp850.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Esfam Tipe VIP Tegalsari Surabaya Kecamatan Tegalsari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Yohana Tegalsari Surabaya Kecamatan Tegalsari,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pusat Kota Genteng Surabaya Kecamatan Genteng,Rp2.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9","Kos Andalan
Campur"
Kost Eksklusif Tipe A Genteng Surabaya Genteng,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.8","Kos Andalan
Campur"
Kost Graha Jansen Tipe A Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Gresikan Tambaksari Surabaya Tambaksari,Rp500.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Azalea Gubeng Surabaya Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kukuh Barkah 2 Gubeng Surabaya Kecamatan Gubeng,Rp500.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Imanuel Tipe kamar kecil dan besar Sukolilo Surabaya Sukolilo,Rp1.350.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Putri"
Kost Dharmawangsha Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Khayyara 2 Gubeng Surabaya Kecamatan Gubeng,Rp1.700.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Mojo 49 Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp500.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Rumah Nenek Bagus Ritadewininis Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putri"
Kost Bravo Tipe VIP Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Airlangga Executive B Gubeng Surabaya Kecamatan Gubeng,Rp1.750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Airlangga Executive A Gubeng Surabaya Kecamatan Gubeng,Rp1.650.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Vip Airlangga Gubeng Surabaya Kecamatan Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Puri Bidadari Tipe Basic Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Puri Bidadari Tipe Premium Gubeng Surabaya Kecamatan Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Puri Bidadari Tipe Premium Plus Gubeng Surabaya Kecamatan Gubeng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Fia Tipe Non AC Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Fia Tipe AC Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Muntini Tipe E1 Mulyorejo Surabaya Kecamatan Mulyorejo,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Residence VIP 223 Tambaksari Surabaya Kecamatan Tambaksari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Ratu I Superior 2 Tambaksari Surabaya Kecamatan Tambaksari,Rp1.850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Mewah Tambaksari Surabaya Kecamatan Tambaksari,Rp2.250.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Dhu Nyaman Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Putri Lily 1 Tipe C Gubeng Surabaya Gubeng,Rp1.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Residence VIP 222 Tambaksari Surabaya Kecamatan Tambaksari,Rp3.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Mas Arjuna Gubeng Surabaya Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putri"
Kost Casa De Java 1 Gubeng Surabaya Gubeng,Rp3.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8","Kos Andalan
Campur"
Kost Pak Radit Manyar Sambongan Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putra"
Kost Dian House Syariah Tipe Twin Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost DV Tipe B Genteng Surabaya Kecamatan Genteng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 3 kamar"
Kost Nia Biliton 8 Tipe C Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Airlangga 2 Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Putri
Kost Erwin Sidharta Tambaksari Surabaya Tambaksari,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Vip Pot Art Gubeng Surabaya Gubeng,Rp3.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
